"Time Stamp",ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6231853,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
6241856,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
6246857,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6261860,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
6301868,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6311870,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6331875,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
6346878,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6401890,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6411892,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6431896,00000011,false,Rx,0,4,00,73,00,F8,00,00,00,00
6441898,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
6446899,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6461902,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
6501911,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6511913,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6531917,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
6546920,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6601932,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6611934,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6631938,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
6641941,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
6646942,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6661945,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
6701953,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6711955,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6731960,00000011,false,Rx,0,4,00,69,00,F8,00,00,00,00
6746963,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
6801975,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6811977,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
6831981,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
6841983,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
6846984,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
6861987,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
6901996,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
6911998,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
